72.00, 2.28
72.00, 2.28
68.95, 2.18
82.12, 2.60
62.00, 1.96
76.00, 2.41
75.02, 2.38
82.65, 2.62
72.00, 2.28
99.39, 3.15
62.00, 1.96
86.00, 2.72
79.00, 2.50
82.10, 2.60
86.00, 2.72
65.00, 2.06
75.98, 2.41
69.00, 2.19
65.38, 2.07
82.94, 2.63
75.52, 2.39
58.52, 1.85
62.06, 1.97
82.50, 2.61
86.00, 2.72
76.00, 2.41
82.52, 2.61
83.00, 2.63
93.00, 2.95
86.00, 2.72
82.50, 2.61
89.76, 2.84
