148.00, 4.69
150.92, 4.78
137.18, 4.34
148.00, 4.69
148.00, 4.69
162.00, 5.13
168.55, 5.34
175.00, 5.54
158.03, 5.01
144.26, 4.57
154.00, 4.88
157.54, 4.99
167.75, 5.31
171.74, 5.44
154.64, 4.90
154.07, 4.88
175.06, 5.54
178.00, 5.64
178.88, 5.67
172.00, 5.45
