250.03, 7.92
216.03, 6.84
202.26, 6.41
230.52, 7.30
247.00, 7.82
199.52, 6.32
209.50, 6.64
216.88, 6.87
260.81, 8.26
244.52, 7.74
196.03, 6.21
233.00, 7.38
