110.50, 3.50
103.02, 3.26
110.00, 3.48
130.52, 4.13
127.03, 4.02
117.00, 3.71
103.00, 3.26
96.50, 3.06
107.00, 3.39
127.06, 4.02
106.90, 3.39
141.00, 4.47
116.52, 3.69
93.00, 2.95
106.41, 3.37
